QuestionID,TextoPergunta,RotuloPT_auto
Q001,De qual região do Brasil é seu escritório?,SudesteSul
Q001,De qual região do Brasil é seu escritório?,SulSudeste
Q001,De qual região do Brasil é seu escritório?,Opção 6
Q001,De qual região do Brasil é seu escritório?,NordesteSudeste
Q001,De qual região do Brasil é seu escritório?,SudesteNordeste
Q001,De qual região do Brasil é seu escritório?,SulNordeste
Q001,De qual região do Brasil é seu escritório?,NordesteNorte
Q001,De qual região do Brasil é seu escritório?,SulNorte
Q001,De qual região do Brasil é seu escritório?,Centro OesteSudeste
Q001,De qual região do Brasil é seu escritório?,NorteSudeste
Q004,Quais classes de ativos seus clientes estão mais interessados?,Ouro
Q004,Quais classes de ativos seus clientes estão mais interessados?,Fundo de ações
Q004,Quais classes de ativos seus clientes estão mais interessados?,Previdência
Q004,Quais classes de ativos seus clientes estão mais interessados?,Renda Fixa
Q004,Quais classes de ativos seus clientes estão mais interessados?,Opções
Q004,Quais classes de ativos seus clientes estão mais interessados?,Alternativos
Q004,Quais classes de ativos seus clientes estão mais interessados?,crédito privado
Q004,Quais classes de ativos seus clientes estão mais interessados?,Renda +
Q004,Quais classes de ativos seus clientes estão mais interessados?,DERIVATIVOS AGRICOLAS
Q004,Quais classes de ativos seus clientes estão mais interessados?,Fundos Alternativos
Q004,Quais classes de ativos seus clientes estão mais interessados?,Operações estruturadas
Q004,Quais classes de ativos seus clientes estão mais interessados?,Estruturadas
Q004,Quais classes de ativos seus clientes estão mais interessados?,PRODUTOS ESTRUTURADOS
Q004,Quais classes de ativos seus clientes estão mais interessados?,Cetipados
Q004,Quais classes de ativos seus clientes estão mais interessados?,Derivativos
Q004,Quais classes de ativos seus clientes estão mais interessados?,ETF
Q004,Quais classes de ativos seus clientes estão mais interessados?,Compromissadas
Q004,Quais classes de ativos seus clientes estão mais interessados?,Carteiras automatizadas
Q004,Quais classes de ativos seus clientes estão mais interessados?,previdência privada
Q004,Quais classes de ativos seus clientes estão mais interessados?,venda coberta
Q004,Quais classes de ativos seus clientes estão mais interessados?,"CDB, LCI, LCA"
Q004,Quais classes de ativos seus clientes estão mais interessados?,Opcoes
Q004,Quais classes de ativos seus clientes estão mais interessados?,Fundos Cetipados
Q004,Quais classes de ativos seus clientes estão mais interessados?,Estruturados
Q004,Quais classes de ativos seus clientes estão mais interessados?,ETF RF
Q004,Quais classes de ativos seus clientes estão mais interessados?,COE
Q004,Quais classes de ativos seus clientes estão mais interessados?,Fundos de Inflação / Pré
Q004,Quais classes de ativos seus clientes estão mais interessados?,imoveis
Q004,Quais classes de ativos seus clientes estão mais interessados?,AÇÕES direto
Q004,Quais classes de ativos seus clientes estão mais interessados?,"Operações Estruturadas, Trade Ideas, Câmbio"
Q004,Quais classes de ativos seus clientes estão mais interessados?,COE Bond Repack Pré
Q004,Quais classes de ativos seus clientes estão mais interessados?,Fundos ESG e investimento com propósito
Q004,Quais classes de ativos seus clientes estão mais interessados?,Câmbio
Q004,Quais classes de ativos seus clientes estão mais interessados?,cdb
Q004,Quais classes de ativos seus clientes estão mais interessados?,Produtos de crédito
Q004,Quais classes de ativos seus clientes estão mais interessados?,Derivativos operações estruturadas
Q004,Quais classes de ativos seus clientes estão mais interessados?,Pirâmides
Q004,Quais classes de ativos seus clientes estão mais interessados?,"CDB, LCI, LCA CRI, CRA"
Q004,Quais classes de ativos seus clientes estão mais interessados?,Titulos de RF
Q004,Quais classes de ativos seus clientes estão mais interessados?,treasuries
Q004,Quais classes de ativos seus clientes estão mais interessados?,Opções lançamento coberto e pozinho. Operação estruturada não gostam.
Q004,Quais classes de ativos seus clientes estão mais interessados?,LCI e LCA
Q004,Quais classes de ativos seus clientes estão mais interessados?,"Crédito Privado , LCA CDB"
Q004,Quais classes de ativos seus clientes estão mais interessados?,Emissões bancárias e privadas
Q004,Quais classes de ativos seus clientes estão mais interessados?,Títulos de renda fixa
Q004,Quais classes de ativos seus clientes estão mais interessados?,Carteira recomendada
Q004,Quais classes de ativos seus clientes estão mais interessados?,"Lci/Lca, Cri/Cra"
Q004,Quais classes de ativos seus clientes estão mais interessados?,Conta internacional
Q004,Quais classes de ativos seus clientes estão mais interessados?,Conta internacional e Coe RF Pre
Q004,Quais classes de ativos seus clientes estão mais interessados?,venda de opções
Q004,Quais classes de ativos seus clientes estão mais interessados?,Renda fixa internacional
Q004,Quais classes de ativos seus clientes estão mais interessados?,RF
Q004,Quais classes de ativos seus clientes estão mais interessados?,Renda Fixa Pré
Q004,Quais classes de ativos seus clientes estão mais interessados?,renda fixa bancarios - \fgc
Q004,Quais classes de ativos seus clientes estão mais interessados?,Precatorio
Q004,Quais classes de ativos seus clientes estão mais interessados?,carteiras de ações e operações estruturadas
Q004,Quais classes de ativos seus clientes estão mais interessados?,COE alavancado em bolsa americana
Q004,Quais classes de ativos seus clientes estão mais interessados?,Fundo Cetipado
Q004,Quais classes de ativos seus clientes estão mais interessados?,Papeis de RF isentos
Q004,Quais classes de ativos seus clientes estão mais interessados?,"Ofertas Públicas (CRI, CRA)"
Q004,Quais classes de ativos seus clientes estão mais interessados?,estratégias de renda recorrente com opções
Q004,Quais classes de ativos seus clientes estão mais interessados?,cambio
Q004,Quais classes de ativos seus clientes estão mais interessados?,Debentures incentivadas
Q004,Quais classes de ativos seus clientes estão mais interessados?,FI-Infra e FIP-IE
Q004,Quais classes de ativos seus clientes estão mais interessados?,Ativos Ipca
Q004,Quais classes de ativos seus clientes estão mais interessados?,LCA e LCI
Q004,Quais classes de ativos seus clientes estão mais interessados?,Carteira Automatizada
Q004,Quais classes de ativos seus clientes estão mais interessados?,Fidc fiagro
Q004,Quais classes de ativos seus clientes estão mais interessados?,Private equity
Q004,Quais classes de ativos seus clientes estão mais interessados?,Operações estruturadas em ações com proteção 100% ex: POP
Q004,Quais classes de ativos seus clientes estão mais interessados?,Credito Privado
Q004,Quais classes de ativos seus clientes estão mais interessados?,automatizada
Q004,Quais classes de ativos seus clientes estão mais interessados?,Credito nprivado
Q004,Quais classes de ativos seus clientes estão mais interessados?,Fixed Income
Q004,Quais classes de ativos seus clientes estão mais interessados?,Conta nos EUA
Q004,Quais classes de ativos seus clientes estão mais interessados?,Fundos Listados
Q004,Quais classes de ativos seus clientes estão mais interessados?,RENDA FIXA BANCÁRIA COM FGC
Q004,Quais classes de ativos seus clientes estão mais interessados?,Muito variado.
Q004,Quais classes de ativos seus clientes estão mais interessados?,Bond Repack
Q004,Quais classes de ativos seus clientes estão mais interessados?,isentos
Q004,Quais classes de ativos seus clientes estão mais interessados?,Ativos indexados ao CDI
Q004,Quais classes de ativos seus clientes estão mais interessados?,Bonds repacks
Q004,Quais classes de ativos seus clientes estão mais interessados?,CRA CRI DEB E BOND
Q004,Quais classes de ativos seus clientes estão mais interessados?,Emissões Bancárias
Q004,Quais classes de ativos seus clientes estão mais interessados?,Crédito Privado isento de IR
Q004,Quais classes de ativos seus clientes estão mais interessados?,"RF CP Estruturados, FIDCs"
Q004,Quais classes de ativos seus clientes estão mais interessados?,previdencia
Q004,Quais classes de ativos seus clientes estão mais interessados?,"FIAGRO, FUNDOS DE INFRA."
Q004,Quais classes de ativos seus clientes estão mais interessados?,Ativos de renda fixa e não fundos
Q004,Quais classes de ativos seus clientes estão mais interessados?,Renda Fixa.
Q004,Quais classes de ativos seus clientes estão mais interessados?,FI-Infra
Q004,Quais classes de ativos seus clientes estão mais interessados?,RENDA FIXA CDB/CRA/CRI/DEB
Q004,Quais classes de ativos seus clientes estão mais interessados?,carteiras de ações
Q004,Quais classes de ativos seus clientes estão mais interessados?,BOLSA AMERICANA E DOLAR
Q004,Quais classes de ativos seus clientes estão mais interessados?,Precatórios
Q004,Quais classes de ativos seus clientes estão mais interessados?,Portfólio Renda+
Q004,Quais classes de ativos seus clientes estão mais interessados?,"metais como iridio, rodio niobio"
Q004,Quais classes de ativos seus clientes estão mais interessados?,"Renda Fixa Bancária, Pública e Privada"
Q004,Quais classes de ativos seus clientes estão mais interessados?,Ações Internacionais
Q004,Quais classes de ativos seus clientes estão mais interessados?,Estruturada como proteção
Q004,Quais classes de ativos seus clientes estão mais interessados?,Imóvel
Q004,Quais classes de ativos seus clientes estão mais interessados?,termo
Q004,Quais classes de ativos seus clientes estão mais interessados?,Fundos de RF de infra e fundo de FIDC.
Q004,Quais classes de ativos seus clientes estão mais interessados?,Renda Fixa - Isento IR E IOF
Q004,Quais classes de ativos seus clientes estão mais interessados?,Ativos isentos
Q004,Quais classes de ativos seus clientes estão mais interessados?,Derivativos / NDF
Q004,Quais classes de ativos seus clientes estão mais interessados?,Renda Fixa Pós e IPCA+
Q004,Quais classes de ativos seus clientes estão mais interessados?,Ativos Bancários - RF
Q004,Quais classes de ativos seus clientes estão mais interessados?,Mercado de Opções
Q004,Quais classes de ativos seus clientes estão mais interessados?,"Investimentos ""isentos"""
Q004,Quais classes de ativos seus clientes estão mais interessados?,renda fixa de juros mensal
Q004,Quais classes de ativos seus clientes estão mais interessados?,Algoritmos / Robôs
Q004,Quais classes de ativos seus clientes estão mais interessados?,papeis de RF
Q004,Quais classes de ativos seus clientes estão mais interessados?,RF Brasil
Q004,Quais classes de ativos seus clientes estão mais interessados?,operação com IA
Q004,Quais classes de ativos seus clientes estão mais interessados?,robo
Q004,Quais classes de ativos seus clientes estão mais interessados?,Ntnb
Q004,Quais classes de ativos seus clientes estão mais interessados?,Ter custódia de bitcoin dentro da XP
Q004,Quais classes de ativos seus clientes estão mais interessados?,robo trader
Q004,Quais classes de ativos seus clientes estão mais interessados?,Renda+
Q004,Quais classes de ativos seus clientes estão mais interessados?,DOLAR
Q004,Quais classes de ativos seus clientes estão mais interessados?,BDRs
Q004,Quais classes de ativos seus clientes estão mais interessados?,Portfólios renda
Q004,Quais classes de ativos seus clientes estão mais interessados?,ETFs Brasil
Q004,Quais classes de ativos seus clientes estão mais interessados?,em uma carteira estruturada que os prepare para qq cenario
Q004,Quais classes de ativos seus clientes estão mais interessados?,ETF com renda mensal
Q004,Quais classes de ativos seus clientes estão mais interessados?,Fundos Incentivados
Q004,Quais classes de ativos seus clientes estão mais interessados?,Cetipados Pré e IPCA+
Q004,Quais classes de ativos seus clientes estão mais interessados?,Renda fixa até 1 ano
Q004,Quais classes de ativos seus clientes estão mais interessados?,Previdência Privada.
Q004,Quais classes de ativos seus clientes estão mais interessados?,"Criptoativos puros, sem ser por fundos ou COE"
Q004,Quais classes de ativos seus clientes estão mais interessados?,ETFs
Q004,Quais classes de ativos seus clientes estão mais interessados?,short strangle
Q004,Quais classes de ativos seus clientes estão mais interessados?,Bitcoin (não cripto)
Q004,Quais classes de ativos seus clientes estão mais interessados?,prata
Q004,Quais classes de ativos seus clientes estão mais interessados?,PR+
Q004,Quais classes de ativos seus clientes estão mais interessados?,Fundos Renda +
Q004,Quais classes de ativos seus clientes estão mais interessados?,Emissões Bancarias
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Bonds e crédito
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Treasury
Q006,"Em investimentos internacionais, seus clientes se interessam por:",REITs
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Treasuries
Q006,"Em investimentos internacionais, seus clientes se interessam por:",BDRs
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Renda fixa
Q006,"Em investimentos internacionais, seus clientes se interessam por:",ouro
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Treasurys
Q006,"Em investimentos internacionais, seus clientes se interessam por:",REIT
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Tresuries
Q006,"Em investimentos internacionais, seus clientes se interessam por:",derivativos agricolas
Q006,"Em investimentos internacionais, seus clientes se interessam por:",criptomoedas
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Treasures
Q006,"Em investimentos internacionais, seus clientes se interessam por:",ucits
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Derivativos
Q006,"Em investimentos internacionais, seus clientes se interessam por:",coe
Q006,"Em investimentos internacionais, seus clientes se interessam por:",cripto
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Treasure
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Tesouro
Q006,"Em investimentos internacionais, seus clientes se interessam por:",CD
Q006,"Em investimentos internacionais, seus clientes se interessam por:",BDR
Q006,"Em investimentos internacionais, seus clientes se interessam por:",CDs
Q006,"Em investimentos internacionais, seus clientes se interessam por:",POR ENQUANTO NENHUM PRONUNCIOU
Q006,"Em investimentos internacionais, seus clientes se interessam por:",credito dolarizado
Q006,"Em investimentos internacionais, seus clientes se interessam por:",COE Bond Repack Pré
Q006,"Em investimentos internacionais, seus clientes se interessam por:",ADRs e Reits
Q006,"Em investimentos internacionais, seus clientes se interessam por:",ainda não tenho cliente nesta modalidade
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Imoveis
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Falta de conhecimento
Q006,"Em investimentos internacionais, seus clientes se interessam por:",iniciando a carteira agora
Q006,"Em investimentos internacionais, seus clientes se interessam por:",conta global
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Segurança títulos americanos
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Nenhuma
Q006,"Em investimentos internacionais, seus clientes se interessam por:",T-bills
Q006,"Em investimentos internacionais, seus clientes se interessam por:",não tenho informação
Q006,"Em investimentos internacionais, seus clientes se interessam por:",sem aplicações internacionais
Q006,"Em investimentos internacionais, seus clientes se interessam por:",COEs
Q006,"Em investimentos internacionais, seus clientes se interessam por:",cartao internacional em várias moedas
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Notas Estruturadas
Q006,"Em investimentos internacionais, seus clientes se interessam por:",ETFs irlandeses
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Títulos públicos Americanos
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Não operAm
Q006,"Em investimentos internacionais, seus clientes se interessam por:",T-Notes
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Bond Repack
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Alguns planejando
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Opções
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Estruturados
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Trend Bolsa Americana
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Treasorys
Q006,"Em investimentos internacionais, seus clientes se interessam por:",tesouro americano
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Imóveis
Q006,"Em investimentos internacionais, seus clientes se interessam por:",TNOTES
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Renda fixa americana
Q006,"Em investimentos internacionais, seus clientes se interessam por:",COE Bolsa Americana
Q006,"Em investimentos internacionais, seus clientes se interessam por:",criptoativos em corretoras externas
Q006,"Em investimentos internacionais, seus clientes se interessam por:",ETFs que replicam e COE da Bolsa Americana
Q006,"Em investimentos internacionais, seus clientes se interessam por:","Não sabem ao certo o que querem, só querem sair de Brasil."
Q006,"Em investimentos internacionais, seus clientes se interessam por:",ainda não investem
Q006,"Em investimentos internacionais, seus clientes se interessam por:",certificados de ouro
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Segurança em tesouro
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Bitcoin (criptomoedas)
Q006,"Em investimentos internacionais, seus clientes se interessam por:",fundos
Q006,"Em investimentos internacionais, seus clientes se interessam por:",não possuem
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Dolar
Q006,"Em investimentos internacionais, seus clientes se interessam por:",nao imteressa
Q006,"Em investimentos internacionais, seus clientes se interessam por:",real estate
Q006,"Em investimentos internacionais, seus clientes se interessam por:",nenhum
Q006,"Em investimentos internacionais, seus clientes se interessam por:",Sem Cliente no Internacional
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Eleições
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Lula
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Todas acima
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Eleições americanas
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,PT
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Guerras
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Eleições Brasil
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,riscos fiscais e instabilidade política
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Inflação Global
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,POLITICA ESQUERDISTA
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,"Direcionamento da política, indo contra o básico das teorias  econômicas, amento de gastos, influencia nas estatais, perda de controle fiscal, China mais fracaatais,"
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Varios riscos acima e não so um
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,"Uma combinação de deflação na China, aumento das taxas de juros nas curvas de 10y e 30y, instabilidade econômica na Europa, instabilidade politica e não conclusão das reformas econômicas/fiscais no Brasil."
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Contas Publicas
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Todos os riscos alistados
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Juros alto EUA e governo atual com gastos e tributações no Brasil.
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Um bom mix de fatores internacionais e nacionais
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Juro futuro alto nos EUA
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Elevação das taxas de juros nos EUA
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Juros mais altos nos EUA
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Lula.
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Todas as anteriores
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Nossa bolsa sempre foi especulativa.
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Juros altos nos Estados Unidos
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Lula e sua quadrilha!
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,"Tudo que o atual governo faz. Que muito ruim, poderia falar de reforma adm e não de aumento de tributos....enfim."
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Risco fiscal somado ao juros mais altos no Brasil e Instabilidade política
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Política monetária em desenvolvidos E fiscal e juros br
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,"Governo, pro baixa capacidade técnica e má gestão"
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Juros ainda altos nos EUA
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,lucros decepcionantes
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,A CORRPUÇÃO DESSE GOVERNO LIXO !
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Movimentos de outros Bancos Centrais para ano fiscal 2024
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Insegurança jurídica e corrupção crescente no governo PT.
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Tese do softlanding não perdurar
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Intervenção militar
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,riscos fiscais Brasil somados a geopolítica
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,"Riscos fiscais, interferência em estatais, inflação maquiada (combustivel com defasagem de 20% - petrobrás não está repassando a realidade), juros nos EUA"
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,"alem de risco fiscal,risco geopolitico,interferencia de empresas estatais e ainda a guerra ."
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Demora na queda dos juros americanos
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,GOVERNO DESASTROSO
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Risco Fiscal
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Absurdos do governos federal
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Vieses politicos de alguns membros do Copom podem impactar negativamente o trabalho na condução da politica monetária. Soma-se a isso o descaso com o fiscal pelo Governo. No cenário exterior a politica monetária mais dura deve ser o maior peso.
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,RISCO EUA
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Juros Americanos
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,nenhum
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Perda de confiança nesse governo
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Guerra
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Política monetária e fiscal
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,"pelo menos 3 cenários acima, teria que ter mais opções simultaneas."
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,"Acredito que um misto de fiscal, inflação e atividade econômica."
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Presidente Lula
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,"Riscos ficais no Brasil, Inflação em alta no Brasil e Juros mais altos no Brasil"
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,todas as anteriores. Será marcada por alta volatilidade e com prêmio de risco baixo.
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,"Risco Fiscal, Juros mais altos e Inflação"
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Atravidade devido aos juros altos. Para alocar em bolsa tem que ter um prêmio e hoje o prêmio é baixo.
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,risco politico
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Juros altos e instabilidade econômica e fiscal
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Atual Presidente
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Os traders.
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Trump
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Reeleição do atual presidente
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Dependência de fluxo estrangeiro.
Q008,Qual você acha que deve ser o maior risco para a Bolsa brasileira nos próximos meses,Juros Americano não cair
