AnswerID,QuestionID,RotuloPT,RotuloEN,Ordem,Origem
Q008-A90,Q008,Os traders.,,90,auto
Q008-A91,Q008,Trump,,91,auto
Q008-A92,Q008,Reeleição do atual presidente,,92,auto
Q008-A93,Q008,Dependência de fluxo estrangeiro.,,93,auto
Q008-A94,Q008,Juros Americano não cair,,94,auto
Q008-A95,Q008,Releição do lula,,95,auto
Q008-A96,Q008,reeleição do governo atual,,96,auto
Q008-A97,Q008,Volatilidade diante de um ano eleitoral para presidente da república,,97,auto
Q008-A98,Q008,Caso Master - Muitos figurões envolvidos,,98,auto
Q008-A99,Q008,Eleição,,99,auto
Q008-A100,Q008,Inflação alta nos EUA,,100,auto
Q008-A101,Q008,Eleições presidenciais 2026,,101,auto
Q008-A102,Q008,Fuga de capital estrangeiro,,102,auto
Q008-A103,Q008,atual governo,,103,auto
Q008-A104,Q008,Fluxo estrangeiro em saida,,104,auto
Q008-A105,Q008,SAIDA DOS INVESTIDORES ESTRANGEIROSS,,105,auto
Q009-A15,Q009,Não estão interessados,,15,auto
Q015-A07,Q015,semestralmente,,7,auto
Q015-A08,Q015,Depende do cliente,,8,auto
Q015-A09,Q015,bimestralmente,,9,auto
Q015-A10,Q015,semestral,,10,auto
Q015-A11,Q015,Depende do net.,,11,auto
Q015-A12,Q015,Alguns bimestral,,12,auto
Q015-A13,Q015,Depende do volume investido.,,13,auto
Q015-A14,Q015,Depende de cada cliente.,,14,auto
Q015-A15,Q015,"Depende do cliente, e a necessidade de cada um deles.",,15,auto
Q015-A16,Q015,Base de clientes muito baixa.,,16,auto
Q015-A17,Q015,Bimestralmente em média,,17,auto
Q015-A18,Q015,Depende do Patrimônio. Na escala Trimestral para Anual,,18,auto
Q016-A08,Q016,Redução em riscos de política fiscal no Brasil,,8,auto
Q016-A09,Q016,Cortes de juros no Brasil,,9,auto
Q016-A10,Q016,Redução em ruídos políticos no Brasil,,10,auto
Q016-A11,Q016,Corte de juros nos EUA,,11,auto
Q016-A12,Q016,Cortes de juros mais agressivos no Brasil,,12,auto
Q016-A13,Q016,Mudança de rumo na política econômica,,13,auto
Q016-A14,Q016,Melhora na recuperação econômica da China,,14,auto
Q016-A15,Q016,Cenário de desaceleração econômica nos EUA sem recessão,,15,auto
Q016-A16,Q016,Corte de juros mais agressivo nos EUA,,16,auto
Q016-A17,Q016,Queda de juros nos EUA e mundo,,17,auto
Q016-A18,Q016,Mudança de Governo,,18,auto
Q016-A19,Q016,troca de governo,,19,auto
Q016-A20,Q016,Troca de Presidente,,20,auto
Q016-A21,Q016,Nenhum,,21,auto
Q016-A22,Q016,Queda do Lula,,22,auto
Q016-A23,Q016,Educação Financeira,,23,auto
Q016-A24,Q016,fiscal,,24,auto
Q016-A25,Q016,Terceira guerra mundial,,25,auto
Q016-A26,Q016,Bolsonaro,,26,auto
Q016-A27,Q016,queda Taxa Selic,,27,auto
Q016-A28,Q016,Queda do atual Presidente,,28,auto
Q016-A29,Q016,troca do governo federal,,29,auto
Q016-A30,Q016,Troca do presidente.,,30,auto
Q016-A31,Q016,Ausência de interferência pelo Governo em Estatais (empresas de economia mista),,31,auto
Q016-A32,Q016,Mudanças nas atitudes do Governo,,32,auto
Q016-A33,Q016,nao querem saber de bolsa brasileira,,33,auto
Q016-A34,Q016,acordo de paz,,34,auto
Q016-A35,Q016,"Redução de ruídos de conflitos entre países no oriente médio, russia, china e EUA",,35,auto
Q016-A36,Q016,Aumento expressivo do capital estrangeiro na B3,,36,auto
Q016-A37,Q016,Preço/Lucro muito a baixo,,37,auto
Q016-A38,Q016,posse do Alckmin,,38,auto
Q016-A39,Q016,Acredito que redução dos juros e redução do risco fiscal.,,39,auto
Q016-A40,Q016,Troca do atual Presidente do Brasil,,40,auto
Q016-A41,Q016,ações muito baratas,,41,auto
Q016-A42,Q016,RISCO POLITICO,,42,auto
Q016-A43,Q016,Mudança do governo,,43,auto
Q016-A44,Q016,Expectativa de candidatos a eleição em 2026,,44,auto
Q016-A45,Q016,Saida do lula do poder,,45,auto
Q016-A46,Q016,"O sentimento é claro: As ações são boas, mas o governo não ajuda",,46,auto
Q016-A47,Q016,Troca do Presidente,,47,auto
Q016-A48,Q016,Eleições,,48,auto
Q016-A49,Q016,mudança de rumo na política econômica EUA,,49,auto
Q016-A50,Q016,Sinalização de mudança de governo,,50,auto
Q016-A51,Q016,"Melhor custo beneficio em relação a rentabilidade. Renda fixa, baixo risco ganhando 15%, qual o prêmio em RV ?",,51,auto
Q016-A52,Q016,vitória de um candidato de direita,,52,auto
Q016-A53,Q016,eleiçao 2026,,53,auto
Q016-A54,Q016,Expectativa da alternância de poder no Brasil,,54,auto
Q016-A55,Q016,Os preços caírem mais,,55,auto
Q016-A56,Q016,Entrada de recursos estrangeiros em nossa bolsa.,,56,auto
Q016-A57,Q016,Queda do governo Lula.,,57,auto
Q016-A58,Q016,Mudança política,,58,auto
Q016-A59,Q016,Derrota do Lula (vagabundo),,59,auto
Q016-A60,Q016,sinalização de vitória da direita em 2026,,60,auto
Q016-A61,Q016,Ter fee fixo para clientes menores de 300k,,61,auto
Q016-A62,Q016,"Meus clientes não se guiam pelo imediato, mas pelo longo prazo. No longo prazo, notícias e fatos específicos não fazem diferença.",,62,auto
Q016-A63,Q016,continuação do atual governo,,63,auto
Q016-A64,Q016,Mudança total do governo,,64,auto
Q016-A65,Q016,Mudar governo e CORTAR GASTOS,,65,auto
Q016-A66,Q016,Direita assumindo o BRasil,,66,auto
Q016-A67,Q016,Mudança na Política Fiscal,,67,auto
Q016-A68,Q016,Fiscal e crescimento sustentável,,68,auto
Q016-A69,Q016,eleiçoes,,69,auto
Q016-A70,Q016,Alternância do partido no governo,,70,auto
Q016-A71,Q016,Mudança no espectro politico brasileiro,,71,auto
Q016-A72,Q016,Estabilidade e previsibilidade juridica e ecônomica,,72,auto
Q016-A73,Q016,Eleição de um Fiscalista.,,73,auto
Q016-A74,Q016,redução das incertezas na geopolítica internacional,,74,auto
Q016-A75,Q016,Eleição de um governo fiscalista,,75,auto
Q016-A76,Q016,eleição da direita,,76,auto
Q016-A77,Q016,Mudança política.,,77,auto
Q016-A78,Q016,PT perder a eleição,,78,auto
Q016-A79,Q016,Riscos geopolíticos,,79,auto
Q016-A80,Q016,Lula morrer,,80,auto
Q016-A81,Q016,"Fim da guerra, estabilização preço petróleo",,81,auto
Q016-A82,Q016,Menos conflitos geopolíticos,,82,auto
Q016-A83,Q016,saída do PT,,83,auto
Q016-A84,Q016,acabar a guerra do EUA-irã,,84,auto
Q016-A85,Q016,Fim do conflito no Irã,,85,auto
Q016-A86,Q016,"os clientes ainda nao sabem como a bolsa vai se comportar, então estao surfando enquanto podem.",,86,auto
Q016-A87,Q016,Sensação de segurança nas informações,,87,auto
Q016-A88,Q016,Fim de conflitos geopolíticos,,88,auto
Q016-A89,Q016,fim das guerras,,89,auto
Q017-A11,Q017,Dividendos,,11,auto
Q017-A12,Q017,Ações defensivas,,12,auto
Q017-A13,Q017,Ações de alto crescimento,,13,auto
Q017-A14,Q017,Commodities,,14,auto
Q017-A15,Q017,Ações com exposição a dólar,,15,auto
Q017-A16,Q017,Large Caps,,16,auto
Q017-A17,Q017,Small Caps,,17,auto
Q017-A18,Q017,Teses de turnaround,,18,auto
Q017-A19,Q017,Alto momentum,,19,auto
Q017-A20,Q017,Outra,,20,auto
Q017-A21,Q017,Por que diabos os relatórios de ações em pdf do research da XP estão só em inglês?,,21,auto
Q017-A22,Q017,opções,,22,auto
Q017-A23,Q017,Produtos Estruturados,,23,auto
Q021-A01,Q021,Não acompanham,,1,auto
Q021-A02,Q021,"Sim, para monitoramento da carteira",,2,auto
Q021-A03,Q021,"Sim, para buscarem oportunidades de longo prazo",,3,auto
Q021-A04,Q021,"Sim, para acharem oportunidades de curto prazo",,4,auto
Q023-A01,Q023,9%,,1,auto
Q023-A02,Q023,8%,,2,auto
Q023-A03,Q023,Abaixo 8%,,3,auto
Q023-A04,Q023,10%,,4,auto
Q023-A05,Q023,12%,,5,auto
Q023-A06,Q023,11%,,6,auto
Q024-A01,Q024,Entre 130 mil e 140 mil pontos,,1,auto
Q024-A02,Q024,Entre 140 mil e 150 mil pontos,,2,auto
Q024-A03,Q024,Entre 120 mil e 130 mil pontos,,3,auto
Q024-A04,Q024,Entre 150 mil e 160 mil pontos,,4,auto
Q024-A05,Q024,Abaixo 120 mil pontos,,5,auto
Q024-A06,Q024,Entre 160 e 170 mil pontos,,6,auto
Q024-A07,Q024,Acima 170 mil pontos,,7,auto
Q025-A01,Q025,"Não, e não planejam pois os clientes não acreditam numa mudança estrutural na China",,1,auto
Q025-A02,Q025,"Não, pois meus clientes já estão posicionados em ativos chineses ou expostos à China",,2,auto
Q025-A03,Q025,"Não, mas meus clientes planejam aumentar a alocação em ativos chineses ou expostos à China",,3,auto
Q025-A04,Q025,"Sim, aumentaram exposição em ativos chineses ou expostos à China",,4,auto
Q025-A05,Q025,Investem apenas no Brasil,,5,auto
Q025-A06,Q025,não pois a maioria dos clientes estão alocados em renda fixa aqui no Brasil.,,6,auto
Q025-A07,Q025,"Não, pois meus clientes não possuem esse tipo de exposição direta.",,7,auto
Q025-A08,Q025,"Não, clientes expostos em carteira de dividendos",,8,auto
Q025-A09,Q025,investem através de fundos de ações,,9,auto
Q025-A10,Q025,sairam da posição em china no passado,,10,auto
Q025-A11,Q025,Não,,11,auto
Q025-A12,Q025,Não houve.,,12,auto
Q025-A13,Q025,"Não, pois não se interessam pelo assunto.",,13,auto
Q026-A01,Q026,"Não, permaneceram neutros",,1,auto
Q026-A02,Q026,"Sim, ficaram mais pessimistas",,2,auto
Q026-A03,Q026,"Não, permaneceram pessimistas",,3,auto
Q026-A04,Q026,"Sim, ficaram mais neutros",,4,auto
Q026-A05,Q026,"Sim, ficaram mais otimistas",,5,auto
Q026-A06,Q026,"Não, permaneceram otimistas",,6,auto
Q027-A01,Q027,Não fizeram e não planejam efetuar mudanças baseado no resultado das eleições presidenciais americanas,,1,auto
Q027-A02,Q027,"Sim, aumentaram ou planejam aumentar a exposição em outros setores visando vitória de Trump",,2,auto
Q027-A03,Q027,"Sim, aumentaram ou planejam aumentar a exposição em setores de exportação de commodities visando vitória de Trump",,3,auto
Q027-A04,Q027,"Sim, aumentaram ou planejam aumentar a exposição em investimento verde visando vitória da Kamala",,4,auto
Q028-A01,Q028,Entre 130 mil e 140 mil pontos,,1,auto
Q028-A02,Q028,Entre 140 mil e 150 mil pontos,,2,auto
Q028-A03,Q028,Entre 120 mil e 130 mil pontos,,3,auto
Q028-A04,Q028,Entre 110 mil e 120 mil pontos,,4,auto
Q028-A05,Q028,Entre 150 e 160 mil pontos,,5,auto
Q028-A06,Q028,Abaixo de 110 mil pontos,,6,auto
Q028-A07,Q028,Entre 160 e 170 mil pontos,,7,auto
Q028-A08,Q028,Acima 170 mil pontos,,8,auto
Q029-A01,Q029,Ações defensivas,,1,auto
Q029-A02,Q029,"Ações com carrego sólido (altas TIRs, geração de caixa)",,2,auto
Q029-A03,Q029,Ações dolarizadas,,3,auto
Q029-A04,Q029,Ações com uma forte dinâmica de lucros,,4,auto
Q029-A05,Q029,Ações de crescimento,,5,auto
Q029-A06,Q029,Ações com baixa alavancagem financeira,,6,auto
Q029-A07,Q029,Ações cíclicas,,7,auto
Q030-A01,Q030,Pessimista,,1,auto
Q030-A02,Q030,Levemente pessimista,,2,auto
Q030-A03,Q030,Neutro,,3,auto
Q030-A04,Q030,Levemente otimista,,4,auto
Q030-A05,Q030,Otimista,,5,auto
Q031-A01,Q031,Reduzir exposição em renda variável,,1,auto
Q031-A02,Q031,Manter exposição em renda variável,,2,auto
Q031-A03,Q031,Zerar exposição em renda variável,,3,auto
Q031-A04,Q031,Aumentar exposição em renda variável,,4,auto
Q032-A01,Q032,Sim,,1,auto
Q032-A02,Q032,Não,,2,auto
Q033-A01,Q033,Neutra,,1,auto
Q033-A02,Q033,Positiva,,2,auto
Q033-A03,Q033,Negativa,,3,auto
Q033-A04,Q033,Fortemente positiva,,4,auto
Q033-A05,Q033,Fortemente negativa,,5,auto
Q034-A01,Q034,Alta alavancagem financeira,,1,auto
Q034-A02,Q034,Exposição a riscos políticos,,2,auto
Q034-A03,Q034,Alta sensitividade aos juros,,3,auto
Q034-A04,Q034,Yields baixos,,4,auto
Q034-A05,Q034,Baixo crescimento,,5,auto
Q034-A06,Q034,Alta sensitividade a inflação,,6,auto
Q034-A07,Q034,Margens baixas,,7,auto
Q034-A08,Q034,Beta alto,,8,auto
Q035-A01,Q035,Diversificação (ex.: geografia,,1,auto
Q035-A02,Q035,classes de ativos),,2,auto
Q035-A03,Q035,Dólar,,3,auto
Q035-A04,Q035,Operações estruturadas,,4,auto
Q035-A05,Q035,Não utilizam estratégias de proteção,,5,auto
Q035-A06,Q035,Opções,,6,auto
Q035-A07,Q035,Alocação tática,,7,auto
Q035-A08,Q035,Ficar short,,8,auto
Q035-A09,Q035,Futuros,,9,auto
Q036-A01,Q036,Mensalmente,,1,auto
Q036-A02,Q036,Semanalmente,,2,auto
Q036-A03,Q036,Diariamente,,3,auto
Q036-A04,Q036,Trimestralmente,,4,auto
Q036-A05,Q036,Quase nunca,,5,auto
Q036-A06,Q036,Semestralmente,,6,auto
Q037-A01,Q037,Trimestralmente,,1,auto
Q037-A02,Q037,Mensalmente,,2,auto
Q037-A03,Q037,Semestralmente,,3,auto
Q037-A04,Q037,Quase nunca,,4,auto
Q037-A05,Q037,Anualmente,,5,auto
Q037-A06,Q037,Semanalmente,,6,auto
Q038-A01,Q038,Diversificação (ex.: geografia,,1,auto
Q038-A02,Q038,classes de ativos),,2,auto
Q038-A03,Q038,Investimento a longo prazo,,3,auto
Q038-A04,Q038,Investimentos em setores defensivos,,4,auto
Q038-A05,Q038,Rebalanceamento de ativos no portfólio,,5,auto
Q038-A06,Q038,Não utilizam estratégias de proteção contra volatilidade,,6,auto
Q038-A07,Q038,Hedging com Opções,,7,auto
Q038-A08,Q038,Custo médio (Dollar-Cost Average),,8,auto
Q038-A09,Q038,Ordens de Stop-Loss,,9,auto
Q039-A01,Q039,Meio confiante,,1,auto
Q039-A02,Q039,Bem confiante,,2,auto
Q039-A03,Q039,Não estou confiante,,3,auto
Q040-A01,Q040,Longo-prazo (maior que 1 ano),,1,auto
Q040-A02,Q040,Médio-prazo (de 3 meses a 1 ano),,2,auto
Q041-A01,Q041,"Não, sem intenção de mudar",,1,auto
Q041-A02,Q041,"Sim, encurtou",,2,auto
Q041-A03,Q041,"Não, mas querem mudar",,3,auto
Q041-A04,Q041,"Sim, ficou mais longo",,4,auto
Q042-A01,Q042,Não mudou,,1,auto
Q042-A02,Q042,Sim - levemente,,2,auto
Q042-A03,Q042,Sim - razoavelmente,,3,auto
Q042-A04,Q042,Não - reduziu levemente,,4,auto
Q042-A05,Q042,Sim - consideravelmente,,5,auto
Q042-A06,Q042,Não - reduziu consideravelmente,,6,auto
Q042-A07,Q042,Não - reduziu razoavelmente,,7,auto
Q043-A01,Q043,Sim,,1,auto
Q043-A02,Q043,Não tem certeza / Preferem não opinar,,2,auto
Q043-A03,Q043,"Não, ainda veem espaço para novos aumentos",,3,auto
Q043-A04,Q043,Não acompanham esse tipo de informação,,4,auto
Q044-A01,Q044,10%,,1,auto
Q044-A02,Q044,=< 8%,,2,auto
Q044-A03,Q044,9%,,3,auto
Q044-A04,Q044,11%,,4,auto
Q044-A05,Q044,12%,,5,auto
Q044-A06,Q044,13%,,6,auto
Q044-A07,Q044,14%,,7,auto
Q045-A01,Q045,Ficam inseguros e buscam orientação,,1,auto
Q045-A02,Q045,Aguardam estabilidade antes de agir,,2,auto
Q045-A03,Q045,Aproveitam para aumentar exposição (oportunidade),,3,auto
Q045-A04,Q045,Vendem parte da posição para se protegerem,,4,auto
Q046-A01,Q046,Acreditam que vai subir e querem se proteger,,1,auto
Q046-A02,Q046,Acreditam que vai permanecer estável,,2,auto
Q046-A03,Q046,Não consideram relevante para a carteira,,3,auto
Q046-A04,Q046,Acreditam que vai cair e estão evitando ativos atrelados,,4,auto
Q047-A01,Q047,"Não, a maioria dos clientes não percebeu ou entendeu a mudança",,1,auto
Q047-A02,Q047,"Sim, reduziu o interesse por investimentos internacionais/offshore",,2,auto
Q047-A03,Q047,"Não, mesmo sabendo da mudança, mantiveram as estratégias",,3,auto
Q047-A04,Q047,"Sim, reduziu o interesse por previdência privada",,4,auto
Q048-A01,Q048,"Médio - acompanham, mas com compreensão limitada",,1,auto
Q048-A02,Q048,"Baixo - ouvem falar, mas não conectam com seus investimentos",,2,auto
Q048-A03,Q048,Alto - entendem os principais impactos econômicos,,3,auto
Q048-A04,Q048,Muito baixo - não demonstram interesse ou conhecimento,,4,auto
Q049-A01,Q049,"Inflação estável - estão mantendo uma carteira diversificada, sem grandes mudanças",,1,auto
Q049-A02,Q049,Inflação em alta - estão priorizando ativos atrelados à inflação (ex.: Tesouro IPCA),,2,auto
Q049-A03,Q049,Não possuem opinião formada sobre a inflação e/ou não alteraram suas carteiras,,3,auto
Q049-A04,Q049,Inflação em queda - estão buscando mais exposição a renda fixa prefixada ou ações,,4,auto
Q050-A01,Q050,"Nao, seguiram alocando primordialmente em renda fixa",,1,auto
Q050-A02,Q050,"Sim, aumentou interesse em Bolsa brasileira",,2,auto
Q050-A03,Q050,"Sim, aumentou o interesse em Bolsa brasileira e ativos internacionais",,3,auto
Q050-A04,Q050,"Sim, aumentou interesse em ativos internacionais",,4,auto
Q051-A01,Q051,"Aumentaram a alocação em renda fixa local (prefixado, CDI ou IPCA+)",,1,auto
Q051-A02,Q051,Não realizaram alterações relevantes nas carteiras,,2,auto
Q051-A03,Q051,Aumentaram a exposição a ativos dolarizados,,3,auto
Q051-A04,Q051,Reforçaram posições em ações locais mais defensivas (setores de menor beta ou menos cíclicos),,4,auto
Q051-A05,Q051,Reduziram risco de forma não estruturada,,5,auto
Q051-A06,Q051,Outro,,6,auto
Q052-A01,Q052,Mantiveram a estratégia anterior,,1,auto
Q052-A02,Q052,Aumentaram exposição à bolsa,,2,auto
Q052-A03,Q052,Realocaram de ações defensivas para cíclicas/sensíveis a juros,,3,auto
Q052-A04,Q052,Reduziram posição em renda fixa,,4,auto
Q052-A05,Q052,Outro,,5,auto
Q053-A01,Q053,"Não, permaneceram neutros",,1,auto
Q053-A02,Q053,"Sim, ficaram mais neutros",,2,auto
Q053-A03,Q053,"Sim, ficaram mais otimistas",,3,auto
Q053-A04,Q053,"Não, permaneceram otimistas",,4,auto
Q053-A05,Q053,"Sim, ficaram mais pessimistas",,5,auto
Q053-A06,Q053,"Não, permaneceram pessimistas",,6,auto
Q054-A01,Q054,"Não, mantiveram a estratégia anterior",,1,auto
Q054-A02,Q054,"Sim, estão aumentando exposição em renda variável local",,2,auto
Q054-A03,Q054,"Sim, estão aumentando exposição em renda variável internacional",,3,auto
Q054-A04,Q054,Outro,,4,auto
Q054-A05,Q054,"Sim, estão se posicionando no mercado de moedas (ex.: comprando moedas de mercados emergentes)",,5,auto
Q055-A01,Q055,"Não, mantiveram a estratégia anterior",,1,auto
Q055-A02,Q055,"Não, a maioria não percebeu ou entendeu a mudança",,2,auto
Q055-A03,Q055,"Sim, aumentou o interesse por investimentos isentos (ex: FIIs, LCI/LCA)",,3,auto
Q055-A04,Q055,"Não, os meus clientes não são impactados",,4,auto
Q055-A05,Q055,"Sim, reduziu o interesse por ações",,5,auto
Q055-A06,Q055,Outro,,6,auto
Q056-A01,Q056,"Ainda não utilizo, mas pretendo aprender mais sobre o assunto",,1,auto
Q056-A02,Q056,"Sim, tenho interesse e estou começando a explorar o tema",,2,auto
Q056-A03,Q056,"Sim, já utilizo regularmente ferramentas de IA no meu dia a dia",,3,auto
Q056-A04,Q056,"Não, ainda vejo pouca aplicação prática para o meu trabalho",,4,auto
Q057-A01,Q057,<5%,,1,auto
Q057-A02,Q057,5-10%,,2,auto
Q057-A03,Q057,11-20%,,3,auto
Q057-A04,Q057,21-30%,,4,auto
Q057-A05,Q057,51-75%,,5,auto
Q057-A06,Q057,31-50%,,6,auto
Q058-A01,Q058,10%,,1,auto
Q058-A02,Q058,12%,,2,auto
Q058-A03,Q058,11%,,3,auto
Q058-A04,Q058,14%,,4,auto
Q058-A05,Q058,9%,,5,auto
Q058-A06,Q058,13%,,6,auto
Q058-A07,Q058,<8%,,7,auto
Q058-A08,Q058,8%,,8,auto
Q059-A01,Q059,"Nao, seguem inalteradas",,1,auto
Q059-A02,Q059,"Sim, diminuíram o apetite para outras classes de ativos",,2,auto
Q059-A03,Q059,"Sim, aumentaram o apetite para outras classes de ativos",,3,auto
Q060-A01,Q060,Entre 190 e 200 mil pontos,,1,auto
Q060-A02,Q060,Entre 200 e 210 mil pontos,,2,auto
Q060-A03,Q060,Entre 180 e 190 mil pontos,,3,auto
Q060-A04,Q060,Entre 170 mil e 190 mil pontos,,4,auto
Q060-A05,Q060,Entre 170 mil e 180 mil pontos,,5,auto
Q060-A06,Q060,Acima de 210 mil pontos,,6,auto
Q060-A07,Q060,Entre 160 mil e 170 mil pontos,,7,auto
Q060-A08,Q060,Entre 150 mil e 170 mil pontos,,8,auto
Q060-A09,Q060,Entre 150 mil e 160 mil pontos,,9,auto
Q060-A10,Q060,Entre 140 mil e 150 mil pontos,,10,auto
Q060-A11,Q060,Abaixo de 140 mil pontos,,11,auto
Q060-A12,Q060,Abaixo de 150 mil pontos,,12,auto
Q061-A01,Q061,"Sim, houve algum interesse, mas sem mudanças relevantes na alocação",,1,auto
Q061-A02,Q061,"Ainda não, mas pode influenciar mais adiante",,2,auto
Q061-A03,Q061,"Não, não houve e não deve haver impacto nas decisões de alocação",,3,auto
Q061-A04,Q061,"Sim, os clientes aumentaram a alocação em ações de companhias que já anteciparam ou devem antecipar dividendos",,4,auto
Q062-A01,Q062,Ações defensivas,,1,auto
Q062-A02,Q062,Ações com sólida geração de caixa e TIR elevada,,2,auto
Q062-A03,Q062,Ações com uma forte dinâmica de lucros,,3,auto
Q062-A04,Q062,Ações com baixa alavancagem financeira,,4,auto
Q062-A05,Q062,Ações dolarizadas,,5,auto
Q062-A06,Q062,Ações cíclicas,,6,auto
Q063-A01,Q063,"Ainda não, mas deve ganhar força nos próximos meses",,1,auto
Q063-A02,Q063,"Sim, há algum movimento, mas ainda sem mudanças relevantes no posicionamento",,2,auto
Q063-A03,Q063,"Sim, os clientes já estão se posicionando de forma relevante pensando nas eleições de 2026",,3,auto
Q063-A04,Q063,O cenário eleitoral não deve impactar o posicionamento dos meus clientes,,4,auto
Q064-A01,Q064,Permaneceu estável,,1,auto
Q064-A02,Q064,"Cresceu, mas em pequena intensidade",,2,auto
Q064-A03,Q064,Cresceu de forma consistente e relevante,,3,auto
Q064-A04,Q064,Não possuo percepção clara,,4,auto
Q064-A05,Q064,Diminuiu,,5,auto
Q065-A01,Q065,Permaneceu estável,,1,auto
Q065-A02,Q065,"Cresceu, mas em pequena intensidade",,2,auto
Q065-A03,Q065,Não possuo percepção clara,,3,auto
Q065-A04,Q065,Diminuiu,,4,auto
Q065-A05,Q065,Cresceu de forma consistente e relevante,,5,auto
Q066-A01,Q066,Entre 12% e 13%,,1,auto
Q066-A02,Q066,Entre 13% e 14%,,2,auto
Q066-A03,Q066,Entre 11% e 12%,,3,auto
Q066-A04,Q066,Entre 14% e 15%,,4,auto
Q066-A05,Q066,Acima de 15%,,5,auto
Q067-A01,Q067,"Os clientes capturaram a alta, com performance em linha com o Ibovespa",,1,auto
Q067-A02,Q067,Os clientes tinham baixa exposição à renda variável brasileira e aproveitaram pouco a alta,,2,auto
Q067-A03,Q067,"Os clientes tiveram desempenho acima do Ibovespa, aproveitando bem a alta",,3,auto
Q067-A04,Q067,Não possuo percepção clara,,4,auto
Q067-A05,Q067,"Os clientes estavam expostos à renda variável, mas em ativos que apresentaram desempenho mais fraco, abaixo do Ibovespa",,5,auto
Q068-A01,Q068,"Acredito que ficaram um pouco mais caras, mas ainda vejo valor",,1,auto
Q068-A02,Q068,Acredito que continuam muito atrativas,,2,auto
Q068-A03,Q068,"Considero que ficaram caras após a alta, com pouca atratividade",,3,auto
Q068-A04,Q068,Não tenho percepção clara,,4,auto
Q069-A01,Q069,Ainda não houve impacto relevante nas decisões dos clientes,,1,auto
Q069-A02,Q069,Redução de risco nas carteiras (ex: redução da exposição a ações),,2,auto
Q069-A03,Q069,"Aumento de alocação em ativos que oferecem proteção nesse cenário (ex: dólar, Tesouro Selic)",,3,auto
Q069-A04,Q069,Aumento do interesse por ações de petroleiras ou por exposição ao petróleo e commodities,,4,auto
Q070-A01,Q070,Estão aguardando a confirmação do ciclo e a queda da Selic e assim alterar a alocação,,1,auto
Q070-A02,Q070,Estão aumentando exposição a risco de forma gradual,,2,auto
Q070-A03,Q070,"Estão mantendo postura neutra por enquanto, sem indicar mudanças relevantes",,3,auto
Q070-A04,Q070,Já se anteciparam ao ciclo e aumentaram exposição a risco,,4,auto
Q071-A01,Q071,"Sim, ficaram mais avessos à risco",,1,auto
Q071-A02,Q071,Não tem influenciado as decisões de alocação até o momento,,2,auto
Q071-A03,Q071,"Sim, usaram a volatilidade como oportunidade",,3,auto
Q072-A01,Q072,Mantiveram o posicionamento sem mudanças relevantes,,1,auto
Q072-A02,Q072,Aumentaram a exposição a ativos internacionais/dolarizados,,2,auto
Q072-A03,Q072,Aumentaram a exposição a ativos locais,,3,auto
Q072-A04,Q072,Reduziram a exposição a ativos internacionais/dolarizados,,4,auto
Q073-A01,Q073,O interesse permaneceu estável,,1,auto
Q073-A02,Q073,"Sim, de forma moderada",,2,auto
Q073-A03,Q073,Meus clientes não demonstram interesse por esse tema,,3,auto
Q073-A04,Q073,"Sim, de forma expressiva",,4,auto
Q073-A05,Q073,"Não, o interesse diminuiu",,5,auto
